UniRef100_A0A1Z4NNK1	090ad0263ca979239eaadef695145c0d	200	Pfam	PF19991	Heavy metal associated domain 2	40	182	1.3E-8	T	16-03-2023	-	-	cobahma-fl-sequences
UniRef100_A0A1E7GRD2	4f86f73819802555e3d2e15bd9fc0ea1	753	SMART	SM00831	Cation_ATPase_N_a_2	135	209	9.8E-14	T	16-03-2023	IPR004014	Cation-transporting P-type ATPase, N-terminal	cobahma-fl-sequences
UniRef100_A0A1E7GRD2	4f86f73819802555e3d2e15bd9fc0ea1	753	ProSitePatterns	PS00154	E1-E2 ATPases phosphorylation site.	459	465	-	T	16-03-2023	IPR018303	P-type ATPase, phosphorylation site	cobahma-fl-sequences
UniRef100_A0A1E7GRD2	4f86f73819802555e3d2e15bd9fc0ea1	753	Gene3D	G3DSA:1.20.1110.10	-	187	453	9.1E-155	T	16-03-2023	-	-	cobahma-fl-sequences
UniRef100_A0A1E7GRD2	4f86f73819802555e3d2e15bd9fc0ea1	753	MobiDBLite	mobidb-lite	consensus disorder prediction	89	116	-	T	16-03-2023	-	-	cobahma-fl-sequences
UniRef100_A0A1E7GRD2	4f86f73819802555e3d2e15bd9fc0ea1	753	Pfam	PF00702	haloacid dehalogenase-like hydrolase	454	753	2.3E-13	T	16-03-2023	-	-	cobahma-fl-sequences
UniRef100_A0A1E7GRD2	4f86f73819802555e3d2e15bd9fc0ea1	753	PRINTS	PR00119	P-type cation-transporting ATPase superfamily signature	294	308	3.6E-19	T	16-03-2023	-	-	cobahma-fl-sequences
UniRef100_A0A1E7GRD2	4f86f73819802555e3d2e15bd9fc0ea1	753	PRINTS	PR00119	P-type cation-transporting ATPase superfamily signature	680	690	3.6E-19	T	16-03-2023	-	-	cobahma-fl-sequences
UniRef100_A0A1E7GRD2	4f86f73819802555e3d2e15bd9fc0ea1	753	PRINTS	PR00119	P-type cation-transporting ATPase superfamily signature	457	471	3.6E-19	T	16-03-2023	-	-	cobahma-fl-sequences
UniRef100_A0A1E7GRD2	4f86f73819802555e3d2e15bd9fc0ea1	753	PRINTS	PR00119	P-type cation-transporting ATPase superfamily signature	658	669	3.6E-19	T	16-03-2023	-	-	cobahma-fl-sequences
UniRef100_A0A1E7GRD2	4f86f73819802555e3d2e15bd9fc0ea1	753	SUPERFAMILY	SSF56784	HAD-like	650	752	1.25E-17	T	16-03-2023	IPR036412	HAD-like superfamily	cobahma-fl-sequences
UniRef100_A0A1E7GRD2	4f86f73819802555e3d2e15bd9fc0ea1	753	SUPERFAMILY	SSF81653	Calcium ATPase, transduction domain A	247	357	2.35E-28	T	16-03-2023	IPR008250	P-type ATPase, A domain superfamily	cobahma-fl-sequences
UniRef100_A0A1E7GRD2	4f86f73819802555e3d2e15bd9fc0ea1	753	SUPERFAMILY	SSF81665	Calcium ATPase, transmembrane domain M	135	451	5.1E-56	T	16-03-2023	IPR023298	P-type ATPase, transmembrane domain superfamily	cobahma-fl-sequences
UniRef100_A0A1E7GRD2	4f86f73819802555e3d2e15bd9fc0ea1	753	TIGRFAM	TIGR01494	ATPase_P-type: HAD ATPase, P-type, family IC	354	481	4.4E-25	T	16-03-2023	IPR001757	P-type ATPase	cobahma-fl-sequences
UniRef100_A0A1E7GRD2	4f86f73819802555e3d2e15bd9fc0ea1	753	Gene3D	G3DSA:2.70.150.10	-	155	358	9.1E-155	T	16-03-2023	-	-	cobahma-fl-sequences
UniRef100_A0A1E7GRD2	4f86f73819802555e3d2e15bd9fc0ea1	753	Gene3D	G3DSA:3.40.1110.10	-	467	665	9.1E-155	T	16-03-2023	IPR023299	P-type ATPase, cytoplasmic domain N	cobahma-fl-sequences
UniRef100_A0A1E7GRD2	4f86f73819802555e3d2e15bd9fc0ea1	753	SUPERFAMILY	SSF81660	Metal cation-transporting ATPase, ATP-binding domain N	463	670	2.14E-41	T	16-03-2023	IPR023299	P-type ATPase, cytoplasmic domain N	cobahma-fl-sequences
UniRef100_A0A1E7GRD2	4f86f73819802555e3d2e15bd9fc0ea1	753	PANTHER	PTHR42861	CALCIUM-TRANSPORTING ATPASE	144	752	4.0E-123	T	16-03-2023	-	-	cobahma-fl-sequences
UniRef100_A0A1E7GRD2	4f86f73819802555e3d2e15bd9fc0ea1	753	Pfam	PF00690	Cation transporter/ATPase, N-terminus	136	204	1.0E-13	T	16-03-2023	IPR004014	Cation-transporting P-type ATPase, N-terminal	cobahma-fl-sequences
